TIME;GEO;GEO_LABEL;MED_AGE_MOTHER;TOT_FER_RT;NET_MIGRAT_RT;BIRTH_RT;DEATH_RT;INF_MORT_RT;GDP_HAB_INDEX;EDU_LOW;EDU_HIGH;MED_AGE_MOTHER_DIFF;TOT_FER_RT_DIFF;NET_MIGRAT_RT_DIFF;BIRTH_RT_DIFF;DEATH_RT_DIFF;INF_MORT_RT_DIFF;GDP_HAB_INDEX_DIFF;EDU_LOW_DIFF;EDU_HIGH_DIFF;MIG_CHANGE
2017;ES21;País Vasco;34.4;1.35;3.7;7.9;10;2.3;110;20.1;55.1;0;-0.04;0.8;-0.5;0.2;-0.2;2;-1.5;-1.8;UNKNOWN
2000;ES22;Comunidad Foral de Navarra;32;1.2;6.1;9.6;9.1;4;102;40;40.8;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES22;Comunidad Foral de Navarra;32.1;1.3;8.1;10.3;8.7;3;104;33.8;46.2;0.1;0.1;2;0.7;-0.4;-1;2;-6.2;5.4;HIGHER
2002;ES22;Comunidad Foral de Navarra;32.3;1.3;17.1;10.3;8.9;2.6;106;35.5;50;0.2;0;9;0;0.2;-0.4;2;1.7;3.8;LOWER
2003;ES22;Comunidad Foral de Navarra;32.3;1.37;13.2;10.8;9.3;2.1;110;34.9;47.9;0;0.07;-3.9;0.5;0.4;-0.5;4;-0.6;-2.1;LOWER
2004;ES22;Comunidad Foral de Navarra;32.5;1.38;11.6;10.9;8.6;4.4;111;37.1;44.4;0.2;0.01;-1.6;0.1;-0.7;2.3;1;2.2;-3.5;LOWER
2005;ES22;Comunidad Foral de Navarra;32.4;1.33;11.6;10.5;8.8;2.4;113;30.6;48.3;-0.1;-0.05;0;-0.4;0.2;-2;2;-6.5;3.9;HIGHER
2006;ES22;Comunidad Foral de Navarra;32.4;1.41;15.2;11;8.3;2.7;114;27.8;52.2;0;0.08;3.6;0.5;-0.5;0.3;1;-2.8;3.9;HIGHER
2007;ES22;Comunidad Foral de Navarra;32.5;1.41;20.4;10.8;8.5;2.3;113;25.3;53.2;0.1;0;5.2;-0.2;0.2;-0.4;-1;-2.5;1;LOWER
2008;ES22;Comunidad Foral de Navarra;32.7;1.49;14.2;11.3;8.5;2.3;115;24.8;46.7;0.2;0.08;-6.2;0.5;0;0;2;-0.5;-6.5;LOWER
2009;ES22;Comunidad Foral de Navarra;32.9;1.44;6.4;10.9;8.2;2.3;118;21.9;48.9;0.2;-0.05;-7.8;-0.4;-0.3;0;3;-2.9;2.2;LOWER
2010;ES22;Comunidad Foral de Navarra;33;1.44;3.6;10.7;7.8;1.8;113;21.6;50.6;0.1;0;-2.8;-0.2;-0.4;-0.5;-5;-0.3;1.7;LOWER
2011;ES22;Comunidad Foral de Navarra;33.3;1.43;2.1;10.6;8.1;1.6;109;28.9;52.4;0.3;-0.01;-1.5;-0.1;0.3;-0.2;-4;7.3;1.8;LOWER
2012;ES22;Comunidad Foral de Navarra;33.5;1.46;-3.8;10.5;8.4;1.8;103;28.1;51;0.2;0.03;-5.9;-0.1;0.3;0.2;-6;-0.8;-1.4;LOWER
2013;ES22;Comunidad Foral de Navarra;33.7;1.36;-5.1;9.5;8.3;2.5;102;28.8;48.4;0.2;-0.1;-1.3;-1;-0.1;0.7;-1;0.7;-2.6;HIGHER
2014;ES22;Comunidad Foral de Navarra;33.8;1.44;-1.1;9.7;8.7;2.7;101;23.2;45.6;0.1;0.08;4;0.2;0.4;0.2;-1;-5.6;-2.8;HIGHER
2015;ES22;Comunidad Foral de Navarra;33.9;1.44;1.2;9.4;8.9;2.8;99;23.9;47.9;0.1;0;2.3;-0.3;0.2;0.1;-2;0.7;2.3;HIGHER
2016;ES22;Comunidad Foral de Navarra;34;1.46;4.2;9.2;9;2.4;102;25;54.3;0.1;0.02;3;-0.2;0.1;-0.4;3;1.1;6.4;HIGHER
2017;ES22;Comunidad Foral de Navarra;34;1.46;5.6;8.9;9.1;2.1;103;23.6;54.1;0;0;1.4;-0.3;0.1;-0.3;1;-1.4;-0.2;UNKNOWN
2000;ES23;La Rioja;31.6;1.12;6.1;8.4;9.1;3.8;90;46.1;32.2;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES23;La Rioja;31.7;1.15;10;8.7;9;5.4;92;43.7;33;0.1;0.03;3.9;0.3;-0.1;1.6;2;-2.4;0.8;HIGHER
2002;ES23;La Rioja;31.8;1.2;23.9;8.9;9.2;5.4;92;41.8;40.4;0.1;0.05;13.9;0.2;0.2;0;0;-1.9;7.4;LOWER
2003;ES23;La Rioja;31.8;1.31;22.1;9.7;9.4;4.5;97;38.4;39.6;0;0.11;-1.8;0.8;0.2;-0.9;5;-3.4;-0.8;HIGHER
2004;ES23;La Rioja;31.9;1.3;23;9.8;9.2;3.7;96;34.2;46.2;0.1;-0.01;0.9;0.1;-0.2;-0.8;-1;-4.2;6.6;LOWER
2005;ES23;La Rioja;32;1.33;14.9;10.1;9.5;6.9;97;31.3;42.1;0.1;0.03;-8.1;0.3;0.3;3.2;1;-2.9;-4.1;HIGHER
2006;ES23;La Rioja;31.9;1.33;16.4;10.1;8.7;5.5;98;29.2;38.3;-0.1;0;1.5;0;-0.8;-1.4;1;-2.1;-3.8;HIGHER
2007;ES23;La Rioja;32;1.41;24.5;10.5;9.1;3.4;98;29.5;42.3;0.1;0.08;8.1;0.4;0.4;-2.1;0;0.3;4;LOWER
2008;ES23;La Rioja;31.9;1.49;9.2;11.1;9;5.4;99;30.3;38.7;-0.1;0.08;-15.3;0.6;-0.1;2;1;0.8;-3.6;LOWER
2009;ES23;La Rioja;32.4;1.41;-1.4;10.4;8.6;5.4;101;26.8;44.5;0.5;-0.08;-10.6;-0.7;-0.4;0;2;-3.5;5.8;HIGHER
2010;ES23;La Rioja;32.8;1.44;1.3;10.5;8.9;1.8;98;31.4;48.7;0.4;0.03;2.7;0.1;0.3;-3.6;-3;4.6;4.2;LOWER
2011;ES23;La Rioja;33;1.37;-0.6;9.9;9;4.7;94;28.9;43.6;0.2;-0.07;-1.9;-0.6;0.1;2.9;-4;-2.5;-5.1;LOWER
2012;ES23;La Rioja;33.4;1.41;-7.7;10;9.5;2.8;90;26.9;43.4;0.4;0.04;-7.1;0.1;0.5;-1.9;-4;-2;-0.2;LOWER
2013;ES23;La Rioja;33.4;1.33;-10.9;9.2;9.1;3.1;89;26.6;42.4;0;-0.08;-3.2;-0.8;-0.4;0.3;-1;-0.3;-1;HIGHER
2014;ES23;La Rioja;33.7;1.35;-5.1;9;9.2;2.1;88;26.1;46.1;0.3;0.02;5.8;-0.2;0.1;-1;-1;-0.5;3.7;HIGHER
2015;ES23;La Rioja;33.8;1.34;-1.3;8.7;9.9;1.8;87;30.6;41.7;0.1;-0.01;3.8;-0.3;0.7;-0.3;-1;4.5;-4.4;HIGHER
2016;ES23;La Rioja;33.7;1.36;0.4;8.5;9.5;1.1;87;35.4;42.7;-0.1;0.02;1.7;-0.2;-0.4;-0.7;0;4.8;1;HIGHER
2017;ES23;La Rioja;33.7;1.35;2.4;8.2;9.8;2.7;87;29.1;44.8;0;-0.01;2;-0.3;0.3;1.6;0;-6.3;2.1;UNKNOWN
2000;ES24;Aragón;31.8;1.12;3.7;8.2;10.4;5.9;84;42.7;35.9;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES24;Aragón;31.9;1.16;8.5;8.5;10.5;5;87;38.2;38.9;0.1;0.04;4.8;0.3;0.1;-0.9;3;-4.5;3;HIGHER
2002;ES24;Aragón;32;1.15;14.9;8.5;10.6;4.9;90;39.6;36.8;0.1;-0.01;6.4;0;0.1;-0.1;3;1.4;-2.1;LOWER
2003;ES24;Aragón;31.9;1.21;12;8.9;11;4.5;94;38.5;38.9;-0.1;0.06;-2.9;0.4;0.4;-0.4;4;-1.1;2.1;HIGHER
2004;ES24;Aragón;32.2;1.25;15.2;9.2;10.6;4.1;96;36.9;39.3;0.3;0.04;3.2;0.3;-0.4;-0.4;2;-1.6;0.4;HIGHER
2005;ES24;Aragón;32.1;1.24;16.2;9.2;10.8;4.8;98;30.6;43.1;-0.1;-0.01;1;0;0.2;0.7;2;-6.3;3.8;HIGHER
2006;ES24;Aragón;32.2;1.3;16.7;9.6;10.1;3.4;99;29.7;43.6;0.1;0.06;0.5;0.4;-0.7;-1.4;1;-0.9;0.5;HIGHER
2007;ES24;Aragón;32.2;1.34;24.1;9.8;10.1;3.8;100;30.6;43.7;0;0.04;7.4;0.2;0;0.4;1;0.9;0.1;LOWER
2008;ES24;Aragón;32.2;1.42;12.8;10.3;10;2.4;102;28.1;41.9;0;0.08;-11.3;0.5;-0.1;-1.4;2;-2.5;-1.8;LOWER
2009;ES24;Aragón;32.5;1.35;1.2;9.7;9.9;3.4;103;26.8;42.3;0.3;-0.07;-11.6;-0.6;-0.1;1;1;-1.3;0.4;LOWER
2010;ES24;Aragón;32.7;1.36;0.3;9.6;9.8;2.8;100;24.9;46.3;0.2;0.01;-0.9;-0.1;-0.1;-0.6;-3;-1.9;4;LOWER
2011;ES24;Aragón;33.1;1.34;0.3;9.4;10.1;4.5;96;25.3;46.4;0.4;-0.02;0;-0.2;0.3;1.7;-4;0.4;0.1;LOWER
2012;ES24;Aragón;33.4;1.3;-2.8;8.9;10.2;2.3;91;25.6;46.1;0.3;-0.04;-3.1;-0.5;0.1;-2.2;-5;0.3;-0.3;LOWER
2013;ES24;Aragón;33.5;1.3;-4;8.7;10;1.8;91;27.5;43.2;0.1;0;-1.2;-0.2;-0.2;-0.5;0;1.9;-2.9;HIGHER
2014;ES24;Aragón;33.5;1.34;-2.1;8.7;10.3;2.5;89;27.5;42.4;0;0.04;1.9;0;0.3;0.7;-2;0;-0.8;LOWER
2015;ES24;Aragón;33.7;1.35;-3.7;8.6;10.8;2.7;87;30.2;43.5;0.2;0.01;-1.6;-0.1;0.5;0.2;-2;2.7;1.1;HIGHER
2016;ES24;Aragón;33.8;1.34;0;8.3;10.2;3;90;25.7;44.2;0.1;-0.01;3.7;-0.3;-0.6;0.3;3;-4.5;0.7;HIGHER
2017;ES24;Aragón;34;1.33;0.6;8;10.8;2.4;92;23.8;47.3;0.2;-0.01;NAN;-0.3;0.6;-0.6;2;-1.9;3.1;UNKNOWN
2000;ES3;Comunidad de Madrid;31.8;1.21;5.9;10.6;7.2;4.1;108;36.9;37.8;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES3;Comunidad de Madrid;31.8;1.25;14.4;11;7.1;3.8;112;34.1;42.3;0;0.04;8.5;0.4;-0.1;-0.3;4;-2.8;4.5;HIGHER
2002;ES3;Comunidad de Madrid;31.8;1.28;24.6;11.4;7.1;3.6;113;32.1;44.9;0;0.03;10.2;0.4;0;-0.2;1;-2;2.6;LOWER
2003;ES3;Comunidad de Madrid;31.9;1.32;17.9;11.8;7.3;4;116;33;43.8;0.1;0.04;-6.7;0.4;0.2;0.4;3;0.9;-1.1;LOWER
2004;ES3;Comunidad de Madrid;32.1;1.33;12.2;11.9;6.9;4;117;30.1;45.7;0.2;0.01;-5.7;0.1;-0.4;0;1;-2.9;1.9;LOWER
2005;ES3;Comunidad de Madrid;32.2;1.32;9.9;11.7;6.9;3.6;120;26.2;51;0.1;-0.01;-2.3;-0.2;0;-0.4;3;-3.9;5.3;HIGHER
2006;ES3;Comunidad de Madrid;32.3;1.36;14.9;12;6.6;3.1;122;24.8;49.3;0.1;0.04;5;0.3;-0.3;-0.5;2;-1.4;-1.7;HIGHER
2007;ES3;Comunidad de Madrid;32.4;1.4;19.1;12.2;6.7;2.8;121;23.7;50.1;0.1;0.04;4.2;0.2;0.1;-0.3;-1;-1.1;0.8;LOWER
2008;ES3;Comunidad de Madrid;32.6;1.46;10.2;12.6;6.6;2.7;123;22;52.2;0.2;0.06;-8.9;0.4;-0.1;-0.1;2;-1.7;2.1;LOWER
2009;ES3;Comunidad de Madrid;32.9;1.4;1.8;12;6.5;2.9;128;23.6;49;0.3;-0.06;-8.4;-0.6;-0.1;0.2;5;1.6;-3.2;LOWER
2010;ES3;Comunidad de Madrid;33.2;1.37;-1.9;11.6;6.4;3.4;122;20.7;53;0.3;-0.03;-3.7;-0.4;-0.1;0.5;-6;-2.9;4;HIGHER
2011;ES3;Comunidad de Madrid;33.5;1.35;0.1;11.2;6.5;2.8;119;23;52.3;0.3;-0.02;2;-0.4;0.1;-0.6;-3;2.3;-0.7;LOWER
2012;ES3;Comunidad de Madrid;33.7;1.33;-5.8;10.8;6.7;3.6;114;24.8;51.8;0.2;-0.02;-5.9;-0.4;0.2;0.8;-5;1.8;-0.5;LOWER
2013;ES3;Comunidad de Madrid;33.8;1.29;-9.3;10.2;6.6;2.9;113;20.6;54.2;0.1;-0.04;-3.5;-0.6;-0.1;-0.7;-1;-4.2;2.4;HIGHER
2014;ES3;Comunidad de Madrid;34;1.35;-2.4;10.3;6.7;3.1;111;19.2;54;0.2;0.06;6.9;0.1;0.1;0.2;-2;-1.4;-0.2;HIGHER
2015;ES3;Comunidad de Madrid;34.1;1.37;3.3;10.1;7.3;2.5;110;24.3;50.8;0.1;0.02;5.7;-0.2;0.6;-0.6;-1;5.1;-3.2;HIGHER
2016;ES3;Comunidad de Madrid;34.3;1.36;5.4;9.8;7;2.5;112;26.8;47.9;0.2;-0.01;2.1;-0.3;-0.3;0;2;2.5;-2.9;HIGHER
2017;ES3;Comunidad de Madrid;34.4;1.33;9.1;9.3;7.2;2.5;113;25.3;48;0.1;-0.03;3.7;-0.5;0.2;0;1;-1.5;0.1;UNKNOWN
2000;ES30;Comunidad de Madrid;31.8;1.21;5.9;10.6;7.2;4.1;108;36.9;37.8;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES30;Comunidad de Madrid;31.8;1.25;14.4;11;7.1;3.8;112;34.1;42.3;0;0.04;8.5;0.4;-0.1;-0.3;4;-2.8;4.5;HIGHER
2002;ES30;Comunidad de Madrid;31.8;1.28;24.6;11.4;7.1;3.6;113;32.1;44.9;0;0.03;10.2;0.4;0;-0.2;1;-2;2.6;LOWER
2003;ES30;Comunidad de Madrid;31.9;1.32;17.9;11.8;7.3;4;116;33;43.8;0.1;0.04;-6.7;0.4;0.2;0.4;3;0.9;-1.1;LOWER
2004;ES30;Comunidad de Madrid;32.1;1.33;12.2;11.9;6.9;4;117;30.1;45.7;0.2;0.01;-5.7;0.1;-0.4;0;1;-2.9;1.9;LOWER
2005;ES30;Comunidad de Madrid;32.2;1.32;9.9;11.7;6.9;3.6;120;26.2;51;0.1;-0.01;-2.3;-0.2;0;-0.4;3;-3.9;5.3;HIGHER
2006;ES30;Comunidad de Madrid;32.3;1.36;14.9;12;6.6;3.1;122;24.8;49.3;0.1;0.04;5;0.3;-0.3;-0.5;2;-1.4;-1.7;HIGHER
2007;ES30;Comunidad de Madrid;32.4;1.4;19.1;12.2;6.7;2.8;121;23.7;50.1;0.1;0.04;4.2;0.2;0.1;-0.3;-1;-1.1;0.8;LOWER
2008;ES30;Comunidad de Madrid;32.6;1.46;10.2;12.6;6.6;2.7;123;22;52.2;0.2;0.06;-8.9;0.4;-0.1;-0.1;2;-1.7;2.1;LOWER
2009;ES30;Comunidad de Madrid;32.9;1.4;1.8;12;6.5;2.9;128;23.6;49;0.3;-0.06;-8.4;-0.6;-0.1;0.2;5;1.6;-3.2;LOWER
2010;ES30;Comunidad de Madrid;33.2;1.37;-1.9;11.6;6.4;3.4;122;20.7;53;0.3;-0.03;-3.7;-0.4;-0.1;0.5;-6;-2.9;4;HIGHER
2011;ES30;Comunidad de Madrid;33.5;1.35;0.1;11.2;6.5;2.8;119;23;52.3;0.3;-0.02;2;-0.4;0.1;-0.6;-3;2.3;-0.7;LOWER
2012;ES30;Comunidad de Madrid;33.7;1.33;-5.8;10.8;6.7;3.6;114;24.8;51.8;0.2;-0.02;-5.9;-0.4;0.2;0.8;-5;1.8;-0.5;LOWER
2013;ES30;Comunidad de Madrid;33.8;1.29;-9.3;10.2;6.6;2.9;113;20.6;54.2;0.1;-0.04;-3.5;-0.6;-0.1;-0.7;-1;-4.2;2.4;HIGHER
2014;ES30;Comunidad de Madrid;34;1.35;-2.4;10.3;6.7;3.1;111;19.2;54;0.2;0.06;6.9;0.1;0.1;0.2;-2;-1.4;-0.2;HIGHER
2015;ES30;Comunidad de Madrid;34.1;1.37;3.3;10.1;7.3;2.5;110;24.3;50.8;0.1;0.02;5.7;-0.2;0.6;-0.6;-1;5.1;-3.2;HIGHER
2016;ES30;Comunidad de Madrid;34.3;1.36;5.4;9.8;7;2.5;112;26.8;47.9;0.2;-0.01;2.1;-0.3;-0.3;0;2;2.5;-2.9;HIGHER
2017;ES30;Comunidad de Madrid;34.4;1.33;9.1;9.3;7.2;2.5;113;25.3;48;0.1;-0.03;3.7;-0.5;0.2;0;1;-1.5;0.1;UNKNOWN
2000;ES4;Centro (ES);31.2;1.14;1.1;8.4;9.7;4.2;65;54.4;26.6;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES4;Centro (ES);31.3;1.14;1.9;8.4;10;3.5;67;53.4;27.3;0.1;0;0.8;0;0.3;-0.7;2;-1;0.7;HIGHER
2002;ES4;Centro (ES);31.5;1.16;10.1;8.4;10;3.9;69;50.4;30.7;0.2;0.02;8.2;0;0;0.4;2;-3;3.4;HIGHER
2003;ES4;Centro (ES);31.6;1.2;10.6;8.6;10.2;3.4;73;48.1;32.1;0.1;0.04;0.5;0.2;0.2;-0.5;4;-2.3;1.4;HIGHER
2004;ES4;Centro (ES);31.7;1.21;12;8.8;10;3.5;74;46.6;32.4;0.1;0.01;1.4;0.2;-0.2;0.1;1;-1.5;0.3;HIGHER
2005;ES4;Centro (ES);31.8;1.23;12.5;8.9;10.4;3.6;75;44;35.6;0.1;0.02;0.5;0.1;0.4;0.1;1;-2.6;3.2;HIGHER
2006;ES4;Centro (ES);31.8;1.26;15.1;9.1;9.7;3.7;76;42.2;37.1;0;0.03;2.6;0.2;-0.7;0.1;1;-1.8;1.5;HIGHER
2007;ES4;Centro (ES);31.9;1.27;18;9.1;10;3.3;76;38.8;38.1;0.1;0.01;2.9;0;0.3;-0.4;0;-3.4;1;LOWER
2008;ES4;Centro (ES);31.9;1.36;8.4;9.7;9.8;3.2;78;40.7;37;0;0.09;-9.6;0.6;-0.2;-0.1;2;1.9;-1.1;LOWER
2009;ES4;Centro (ES);32.2;1.32;4.2;9.3;9.7;2.6;80;38.8;38.8;0.3;-0.04;-4.2;-0.4;-0.1;-0.6;2;-1.9;1.8;LOWER
2010;ES4;Centro (ES);32.4;1.32;3.1;9.2;9.6;3.1;77;36.6;40.8;0.2;0;-1.1;-0.1;-0.1;0.5;-3;-2.2;2;LOWER
2011;ES4;Centro (ES);32.7;1.29;1;8.9;9.7;3.2;74;35.7;41.5;0.3;-0.03;-2.1;-0.3;0.1;0.1;-3;-0.9;0.7;LOWER
2012;ES4;Centro (ES);32.9;1.26;-4.2;8.5;10.2;2.6;71;37.2;38.5;0.2;-0.03;-5.2;-0.4;0.5;-0.6;-3;1.5;-3;LOWER
2013;ES4;Centro (ES);33.1;1.22;-6.3;8;10;2.6;69;37.9;36.9;0.2;-0.04;-2.1;-0.5;-0.2;0;-2;0.7;-1.6;HIGHER
2014;ES4;Centro (ES);33.2;1.25;-4.1;8;10.1;2.4;67;37;38.5;0.1;0.03;2.2;0;0.1;-0.2;-2;-0.9;1.6;LOWER
2015;ES4;Centro (ES);33.4;1.26;-5;7.9;10.8;2.6;67;37.9;38.3;0.2;0.01;-0.9;-0.1;0.7;0.2;0;0.9;-0.2;HIGHER
2016;ES4;Centro (ES);33.6;1.27;-3.3;7.8;10.6;2.3;69;40;36.3;0.2;0.01;1.7;-0.1;-0.2;-0.3;2;2.1;-2;HIGHER
2017;ES4;Centro (ES);33.5;1.24;-2.3;7.4;11;2.9;70;39.9;37;-0.1;-0.03;1;-0.4;0.4;0.6;1;-0.1;0.7;UNKNOWN
2000;ES41;Castilla y León;31.8;0.99;-0.9;7.3;10.2;4;73;44.9;34.1;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES41;Castilla y León;32.1;0.99;-0.4;7.2;10.3;2.6;75;44.5;34;0.3;0;0.5;-0.1;0.1;-1.4;2;-0.4;-0.1;HIGHER
2002;ES41;Castilla y León;32.2;1.02;6.7;7.4;10.5;4.9;77;43;36.4;0.1;0.03;7.1;0.2;0.2;2.3;2;-1.5;2.4;LOWER
2003;ES41;Castilla y León;32.2;1.06;6.2;7.5;10.7;3.9;81;40.7;38.9;0;0.04;-0.5;0.1;0.2;-1;4;-2.3;2.5;HIGHER
2004;ES41;Castilla y León;32.3;1.07;7.7;7.6;10.6;3.5;82;37.1;41.4;0.1;0.01;1.5;0.1;-0.1;-0.4;1;-3.6;2.5;HIGHER
2005;ES41;Castilla y León;32.5;1.1;8;7.8;11;3.8;84;36.4;41.1;0.2;0.03;0.3;0.2;0.4;0.3;2;-0.7;-0.3;HIGHER
2006;ES41;Castilla y León;32.5;1.13;10.3;7.9;10.4;3.8;84;34.6;42.6;0;0.03;2.3;0.1;-0.6;0;0;-1.8;1.5;HIGHER
2007;ES41;Castilla y León;32.6;1.15;13.8;7.9;10.8;3.2;85;32.9;43.6;0.1;0.02;3.5;0;0.4;-0.6;1;-1.7;1;LOWER
2008;ES41;Castilla y León;32.5;1.22;5.3;8.4;10.8;3;86;31;44.8;-0.1;0.07;-8.5;0.5;0;-0.2;1;-1.9;1.2;LOWER
2009;ES41;Castilla y León;32.9;1.18;1.9;8;10.7;2.4;89;31.8;44.3;0.4;-0.04;-3.4;-0.4;-0.1;-0.6;3;0.8;-0.5;LOWER
2010;ES41;Castilla y León;33.1;1.2;1.8;8;10.6;2.9;86;31;46;0.2;0.02;-0.1;0;-0.1;0.5;-3;-0.8;1.7;LOWER
2011;ES41;Castilla y León;33.4;1.19;-0.2;7.8;10.7;3.7;83;30.9;47.7;0.3;-0.01;-2;-0.2;0.1;0.8;-3;-0.1;1.7;LOWER
2012;ES41;Castilla y León;33.5;1.17;-3.9;7.5;11.2;2.7;79;31.1;44.1;0.1;-0.02;-3.7;-0.3;0.5;-1;-4;0.2;-3.6;LOWER
2013;ES41;Castilla y León;33.8;1.13;-5.3;7.1;11;3.1;77;32.5;40.2;0.3;-0.04;-1.4;-0.4;-0.2;0.4;-2;1.4;-3.9;HIGHER
2014;ES41;Castilla y León;33.9;1.17;-3.1;7.2;11.2;2.5;75;31.1;42.5;0.1;0.04;2.2;0.1;0.2;-0.6;-2;-1.4;2.3;LOWER
2015;ES41;Castilla y León;34;1.18;-4.7;7.1;11.9;2.2;75;33.1;42.1;0.1;0.01;-1.6;-0.1;0.7;-0.3;0;2;-0.4;HIGHER
2016;ES41;Castilla y León;34.2;1.18;-2.8;6.8;11.6;2.4;77;32.9;41.4;0.2;0;1.9;-0.3;-0.3;0.2;2;-0.2;-0.7;HIGHER
2017;ES41;Castilla y León;34.1;1.14;-1.6;6.4;11.9;3.2;78;32;39.5;-0.1;-0.04;1.2;-0.4;0.3;0.8;1;-0.9;-1.9;UNKNOWN
2000;ES42;Castilla-la Mancha;30.8;1.27;5.3;9.3;9.2;4;63;62.4;19.8;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES42;Castilla-la Mancha;31;1.28;6.8;9.6;9.8;4;65;59.4;23.2;0.2;0.01;1.5;0.3;0.6;0;2;-3;3.4;HIGHER
2002;ES42;Castilla-la Mancha;31.1;1.29;19.1;9.3;9.5;3.3;67;53.8;26.9;0.1;0.01;12.3;-0.3;-0.3;-0.7;2;-5.6;3.7;HIGHER
2003;ES42;Castilla-la Mancha;31.1;1.33;20;9.5;9.5;2.9;71;51.7;26.8;0;0.04;0.9;0.2;0;-0.4;4;-2.1;-0.1;HIGHER
2004;ES42;Castilla-la Mancha;31.2;1.33;21.2;10;9.4;3.4;71;53.5;23.8;0.1;0;1.2;0.5;-0.1;0.5;0;1.8;-3;HIGHER
2005;ES42;Castilla-la Mancha;31.2;1.34;22.4;10;9.5;3.2;73;48.9;30.1;0;0.01;1.2;0;0.1;-0.2;2;-4.6;6.3;HIGHER
2006;ES42;Castilla-la Mancha;31.4;1.4;26.1;10.5;8.9;3.3;74;47;32.1;0.2;0.06;3.7;0.5;-0.6;0.1;1;-1.9;2;HIGHER
2007;ES42;Castilla-la Mancha;31.4;1.39;28.9;10.4;9.1;3.4;74;42.1;34.2;0;-0.01;2.8;-0.1;0.2;0.1;0;-4.9;2.1;LOWER
2008;ES42;Castilla-la Mancha;31.5;1.5;14.5;11.2;8.9;3.3;75;46.7;30.6;0.1;0.11;-14.4;0.8;-0.2;-0.1;1;4.6;-3.6;LOWER
2009;ES42;Castilla-la Mancha;31.7;1.45;6.5;10.8;8.6;2.4;77;42.4;34.8;0.2;-0.05;-8;-0.4;-0.3;-0.9;2;-4.3;4.2;LOWER
2010;ES42;Castilla-la Mancha;31.9;1.43;4.8;10.5;8.3;3;74;39.1;36.7;0.2;-0.02;-1.7;-0.3;-0.3;0.6;-3;-3.3;1.9;LOWER
2011;ES42;Castilla-la Mancha;32.3;1.39;1.7;10.2;8.6;2.5;70;37.4;36.4;0.4;-0.04;-3.1;-0.3;0.3;-0.5;-4;-1.7;-0.3;LOWER
2012;ES42;Castilla-la Mancha;32.4;1.35;-6.1;9.7;9.1;2.6;67;40.4;34.4;0.1;-0.04;-7.8;-0.5;0.5;0.1;-3;3;-2;LOWER
2013;ES42;Castilla-la Mancha;32.7;1.3;-9.6;9.1;8.7;2.4;65;40.2;35.2;0.3;-0.05;-3.5;-0.6;-0.4;-0.2;-2;-0.2;0.8;HIGHER
2014;ES42;Castilla-la Mancha;32.9;1.3;-6;8.9;8.9;2.1;62;41.8;32.7;0.2;0;3.6;-0.2;0.2;-0.3;-3;1.6;-2.5;HIGHER
2015;ES42;Castilla-la Mancha;33.1;1.33;-5.9;8.9;9.7;2.5;63;42;33.2;0.2;0.03;0.1;0;0.8;0.4;1;0.2;0.5;HIGHER
2016;ES42;Castilla-la Mancha;33.3;1.34;-3.2;8.7;9.4;2.1;65;45.8;32;0.2;0.01;2.7;-0.2;-0.3;-0.4;2;3.8;-1.2;HIGHER
2017;ES42;Castilla-la Mancha;33.3;1.32;-2.5;8.3;9.9;2.7;66;46.2;34;0;-0.02;0.7;-0.4;0.5;0.6;1;0.4;2;UNKNOWN
2000;ES43;Extremadura;30.5;1.28;-1.1;9.4;9.3;4.9;51;62.5;21.2;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;Y2K
2001;ES43;Extremadura;30.6;1.26;-0.8;9.4;9.7;4.4;53;63.1;19.2;0.1;-0.02;0.3;0;0.4;-0.5;2;0.6;-2;HIGHER
2002;ES43;Extremadura;30.9;1.26;2.8;9.2;9.5;3.3;54;61;24.2;0.3;0;3.6;-0.2;-0.2;-1.1;1;-2.1;5;HIGHER
2003;ES43;Extremadura;31.1;1.29;4.6;9.3;10.2;3.5;57;58.6;26.2;0.2;0.03;1.8;0.1;0.7;0.2;3;-2.4;2;HIGHER
2004;ES43;Extremadura;31.3;1.28;5.8;9.3;9.7;3.6;58;55.8;27.6;0.2;-0.01;1.2;0;-0.5;0.1;1;-2.8;1.4;LOWER
2005;ES43;Extremadura;31.4;1.3;5.6;9.3;10.4;4.2;61;51.9;33.6;0.1;0.02;-0.2;0;0.7;0.6;3;-3.9;6;HIGHER
2006;ES43;Extremadura;31.5;1.32;6.7;9.4;9.6;4.2;61;50.5;34.3;0.1;0.02;1.1;0.1;-0.8;0;0;-1.4;0.7;HIGHER
